5.1987 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
7.8658 	EXP 	polygon: autoDraw = True
8.8247 	EXP 	text: autoDraw = True
8.8247 	EXP 	image: autoDraw = True
8.8247 	EXP 	polygon_2: autoDraw = True
8.8745 	EXP 	polygon: autoDraw = False
9.8247 	EXP 	text: autoDraw = False
9.8247 	EXP 	image: autoDraw = False
9.8247 	EXP 	polygon_2: autoDraw = False
10.8248 	EXP 	polygon: autoDraw = False
10.8248 	EXP 	text: autoDraw = False
10.8248 	EXP 	image: autoDraw = False
10.8248 	EXP 	polygon_2: autoDraw = False
10.8248 	EXP 	text_2: height = 0.05
10.8248 	EXP 	text_2: height = 0.05
10.8248 	EXP 	text_2: height = 0.05
10.8248 	EXP 	text_2: text = 'Miss'
10.8248 	EXP 	text_2: autoDraw = True
11.8098 	EXP 	New trial (rep=0, index=1): {'stimulus': 'C:\\Users\\Admin\\Desktop\\bhaktiexperiment\\square.png', 'label': 'self', 'is_match': 1}
11.8252 	EXP 	text_2: autoDraw = False
11.8252 	EXP 	text_2: autoDraw = False
11.8252 	EXP 	text: height = 0.05
11.8252 	EXP 	text: height = 0.05
11.8252 	EXP 	text: height = 0.05
11.8252 	EXP 	text: text = 'self'
11.8252 	EXP 	image: image = 'C:\\Users\\Admin\\Desktop\\bhaktiexperiment\\square.png'
11.8252 	EXP 	polygon: autoDraw = True
12.8257 	EXP 	polygon: autoDraw = False
12.8257 	EXP 	text: autoDraw = True
12.8257 	EXP 	image: autoDraw = True
12.8257 	EXP 	polygon_2: autoDraw = True
12.8465 	DATA 	Keypress: m
13.8257 	EXP 	text: autoDraw = False
13.8257 	EXP 	image: autoDraw = False
13.8257 	EXP 	polygon_2: autoDraw = False
14.4272 	DATA 	Keypress: m
14.8259 	EXP 	polygon: autoDraw = False
14.8259 	EXP 	text: autoDraw = False
14.8259 	EXP 	image: autoDraw = False
14.8259 	EXP 	polygon_2: autoDraw = False
14.8259 	EXP 	text_2: height = 0.05
14.8259 	EXP 	text_2: height = 0.05
14.8259 	EXP 	text_2: height = 0.05
14.8259 	EXP 	text_2: text = 'Correct'
14.8259 	EXP 	text_2: autoDraw = True
15.8109 	EXP 	New trial (rep=0, index=2): {'stimulus': 'C:\\Users\\Admin\\Desktop\\bhaktiexperiment\\triangle.png', 'label': 'other', 'is_match': 1}
15.8262 	EXP 	text_2: autoDraw = False
15.8262 	EXP 	text_2: autoDraw = False
15.8262 	EXP 	text: height = 0.05
15.8262 	EXP 	text: height = 0.05
15.8262 	EXP 	text: height = 0.05
15.8262 	EXP 	text: text = 'other'
15.8262 	EXP 	image: image = 'C:\\Users\\Admin\\Desktop\\bhaktiexperiment\\triangle.png'
15.8262 	EXP 	polygon: autoDraw = True
16.2131 	DATA 	Keypress: escape
16.8554 	EXP 	window1: mouseVisible = True
